Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
2,367,0,54,1,3,236,23.0,47,2,1
3,569,1,18,0,0,330,7.75,47,2,0
3,812,1,29,0,0,481,7.75,143,1,0
3,239,0,5,0,0,432,12.475,47,2,1
3,438,1,29,0,0,450,7.7375,47,1,0
1,694,0,43,0,1,141,211.3375,22,2,1
3,50,0,13,0,0,208,7.2292,47,0,1
1,214,0,17,1,0,89,57.0,19,2,1
1,489,1,29,0,0,26,30.0,112,2,0
3,414,1,29,1,2,675,23.45,47,2,0
3,13,1,25,0,0,643,7.05,47,2,0
3,330,1,25,0,0,474,7.25,47,2,0
3,753,0,18,0,0,243,7.4958,47,2,1
3,683,1,8,4,1,480,29.125,47,1,0
3,208,1,1,1,2,548,20.575,47,2,1
1,310,1,46,0,0,592,79.2,44,0,0
3,429,1,29,0,0,66,7.75,47,1,0
2,278,1,16,0,0,139,26.0,47,2,0
3,719,0,29,8,2,568,69.55,47,2,0
1,380,1,29,0,0,597,30.6958,47,0,0
3,201,1,25,0,0,350,7.8958,47,2,0
2,621,1,39,0,0,223,13.0,47,2,0
1,462,0,49,0,0,87,25.9292,94,2,1
3,619,0,31,0,0,383,8.6833,47,2,1
3,384,1,30,0,0,206,7.2292,47,0,0
3,831,0,30,1,1,307,24.15,47,2,0
2,666,1,34,0,0,164,13.0,47,2,0
2,174,0,31,1,1,556,26.25,47,2,1
1,142,1,11,1,2,33,120.0,47,2,1
3,807,1,0,0,1,174,8.5167,47,0,1
3,351,1,27,0,0,338,6.975,47,2,1
3,406,1,31,0,0,320,7.775,47,2,0
1,34,1,39,0,0,12,0.0,11,2,0
3,660,0,18,0,0,336,7.775,47,2,0
2,534,1,39,0,0,154,13.0,47,2,0
1,152,0,33,1,0,51,53.1,137,2,1
3,10,1,26,0,0,339,7.8875,47,2,0
3,475,1,39,0,0,519,24.15,47,2,0
2,763,1,35,0,0,222,10.5,47,2,0
3,23,0,6,4,2,333,31.275,47,2,0
3,814,1,30,0,0,427,8.05,47,2,0
1,269,1,29,0,0,15,0.0,16,2,0
3,354,0,23,0,0,671,7.925,47,2,0
2,504,1,31,1,1,618,37.0042,47,0,0
3,371,1,43,0,0,543,6.45,47,2,0
3,756,1,10,3,2,337,27.9,47,2,0
1,349,0,52,1,1,67,93.5,37,2,1
3,493,1,27,0,0,269,8.6625,47,2,1
1,678,1,38,0,0,97,0.0,47,2,0
3,550,0,27,0,1,486,12.475,118,2,1
3,630,1,2,4,1,249,39.6875,47,2,0
3,250,1,29,0,0,448,6.95,47,1,0
3,453,1,29,0,0,80,56.4958,47,2,0
2,503,1,1,0,2,618,37.0042,47,0,1
3,516,1,29,0,0,442,7.75,47,1,1
1,785,0,62,0,0,32,80.0,21,2,1
3,876,0,15,1,0,188,14.4542,47,0,1
2,686,1,0,1,1,237,18.75,47,2,1
3,712,1,29,0,0,199,7.2292,47,0,0
3,49,1,23,0,0,342,7.8542,47,2,0
3,19,1,18,0,0,107,8.3,47,2,0
1,175,0,39,1,1,609,83.1583,130,0,1
3,638,1,21,0,0,268,8.6625,47,2,0
3,750,1,29,0,0,485,8.05,47,2,0
3,158,1,32,0,0,80,56.4958,47,2,1
1,508,1,29,0,0,62,29.7,68,0,1
3,11,1,20,0,0,647,7.925,47,2,0
2,564,1,16,0,0,619,10.5,47,2,0
1,734,0,30,0,0,47,31.0,47,0,1
3,471,1,34,0,0,205,6.4375,47,0,0
3,189,1,17,0,0,264,8.6625,47,2,0
3,0,1,42,0,0,563,7.55,47,2,0
3,720,1,29,8,2,568,69.55,47,2,0
3,509,1,35,0,0,359,7.8958,47,0,0
2,334,1,28,0,1,155,33.0,47,2,0
1,291,0,29,1,0,84,89.1042,86,0,1
3,22,1,4,4,2,333,31.275,47,2,0
3,795,1,74,0,0,317,7.775,47,2,0
3,97,0,9,1,1,203,15.2458,47,0,0
1,485,0,16,0,1,591,39.4,99,2,1
2,145,0,44,1,0,144,26.0,47,2,0
3,8,0,18,0,1,484,9.35,47,2,1
1,860,0,45,1,1,453,164.8667,47,2,1
1,196,1,51,0,0,23,26.55,119,2,1
3,56,0,24,0,3,194,19.2583,47,0,1
3,672,1,29,0,0,178,7.2292,47,0,0
3,325,1,41,2,0,399,14.1083,47,2,0
2,283,1,21,1,0,221,11.5,47,2,0
1,797,0,48,0,0,88,25.9292,94,2,1
3,718,0,29,8,2,568,69.55,47,2,0
2,285,1,24,0,0,120,13.0,47,2,0
2,122,0,42,0,0,126,13.0,47,2,1
2,230,0,27,1,0,632,13.8583,47,0,1
1,696,1,31,0,0,590,50.4958,6,2,0
3,890,1,29,0,0,309,9.5,47,2,0
3,407,1,4,1,1,344,11.1333,47,2,1
3,59,1,26,0,0,387,7.8958,47,2,0
1,79,0,47,1,1,54,52.5542,102,2,1
1,139,1,33,0,0,502,5.0,34,2,0
3,836,1,47,0,0,303,9.0,47,2,0
2,4,0,28,1,0,575,24.0,47,0,1
3,571,0,15,0,0,195,7.225,47,0,1
3,311,1,20,0,0,504,9.8458,47,2,0
3,657,1,19,0,0,358,7.8958,47,2,0
3,451,1,29,0,0,363,7.8958,47,2,0
1,668,0,56,0,1,59,83.1583,70,0,1
2,739,0,25,0,1,115,26.0,47,2,1
3,510,1,33,0,0,394,7.8958,47,2,0
3,193,0,22,0,0,508,10.5167,47,2,0
2,61,1,28,0,0,565,10.5,47,2,0
3,793,1,25,0,0,650,7.05,47,2,0
3,684,0,39,0,5,480,29.125,47,1,0
2,548,1,27,0,0,101,13.0,47,2,0
1,303,0,19,0,0,14,30.0,30,2,1
3,413,0,29,1,2,675,23.45,47,2,0
1,81,1,26,0,0,8,30.0,60,0,1
3,220,1,32,0,0,466,7.75,47,1,0
2,432,0,32,0,0,84,9.060627184616164,47,1,1
2,866,0,17,1,0,262,20.608196383692963,47,2,1
2,666,0,31,0,0,120,13.0,47,2,1
1,244,0,39,0,0,609,214.45108350318924,63,0,1
2,277,0,33,0,0,143,13.010428195796786,47,2,1
1,798,0,28,0,1,1,79.65,134,2,1
1,478,0,17,0,0,615,77.44799423260923,47,0,1
2,7,0,20,0,0,504,12.603879423396197,47,1,1
1,871,1,29,0,0,100,32.80302923499214,68,2,1
1,291,0,48,0,0,593,146.7734994165656,53,2,1
1,73,0,22,0,0,232,26.22836118434992,44,2,1
1,118,0,41,0,0,593,25.54861773447491,34,0,1
3,55,0,16,0,0,199,7.2292,47,0,1
2,521,0,17,0,0,173,15.85580504081095,47,1,1
1,249,0,42,0,0,608,193.38927107664378,59,0,1
2,221,1,19,0,0,534,8.567446058104384,49,2,1
1,244,0,28,0,0,240,28.09763026493507,45,2,1
3,575,0,14,0,0,192,8.23633394764174,47,0,1
2,853,0,18,1,2,561,27.75,47,2,1
3,571,0,16,0,0,192,9.787490301216483,47,0,1
1,485,0,18,0,0,123,167.23231362175247,36,2,1
3,393,1,20,0,0,398,7.918910186795753,47,2,1
3,509,0,29,1,0,448,17.1982471766884,47,1,1
1,213,0,24,1,0,89,57.0,19,2,1
1,347,0,28,0,0,80,32.73652290257231,103,1,1
2,231,0,32,1,0,228,30.688797982462027,47,2,1
3,788,1,29,0,0,661,7.936466764254169,47,2,1
2,76,0,3,2,1,114,39.0,144,2,1
3,182,1,8,1,1,562,15.9,47,2,1
2,831,0,44,0,0,565,13.180373008542794,47,2,1
2,357,0,24,1,1,106,64.45471725620283,47,2,1
3,37,0,6,4,2,309,25.708278192161423,47,2,1
2,239,1,29,0,0,82,56.66110925699796,37,2,1
2,540,0,13,0,0,154,22.01987137028319,47,1,1
3,598,0,23,0,0,320,7.780702770683818,47,1,1
1,366,0,41,0,0,16,56.35415119162003,25,0,1
2,341,0,51,0,0,590,20.45741565967176,47,2,1
2,490,1,13,0,0,644,18.617252291003183,47,1,1
1,153,0,36,0,0,602,94.86566311253642,83,0,1
3,489,0,25,0,0,177,7.225,47,0,1
2,379,0,40,0,0,134,14.264056780761717,47,2,1
1,90,1,27,0,0,3,27.11820639021713,69,1,1
2,341,0,45,0,2,252,18.108104009181027,47,1,1
3,535,0,28,0,0,282,8.025299949196206,47,1,1
1,105,1,28,0,0,9,26.55,47,2,1
2,56,0,34,1,0,236,14.165955111913512,72,2,1
2,176,0,23,1,1,557,22.912791145067622,47,2,1
1,103,0,22,0,1,28,54.95942948800825,122,2,1
2,177,0,20,1,1,558,21.200163153397558,47,2,1
1,257,0,29,0,0,83,105.9504258623866,55,0,1
1,772,0,40,0,0,38,51.28981082677948,15,2,1
1,327,1,43,0,0,591,74.39776391441717,99,0,1
1,101,1,28,0,0,7,26.55,54,2,1
3,197,1,4,1,1,553,18.767012256044985,47,2,1
1,786,0,60,0,0,35,81.95398673884681,24,1,1
1,709,0,42,0,1,133,197.52294357256957,29,1,1
1,128,0,38,0,0,70,106.73719902450895,130,0,1
2,574,0,15,0,0,136,27.47888321723096,47,0,1
2,469,0,18,0,0,625,13.054289344100122,47,0,1
3,208,0,29,0,0,476,15.655355156006058,47,2,1
2,496,1,19,0,0,663,8.589199691366526,47,2,1
3,808,1,21,0,0,600,2.7371284294248586,47,2,1
1,799,0,39,1,1,82,115.19990846450796,83,0,1
2,672,0,29,0,0,118,13.0,47,2,1
1,288,0,26,0,0,30,40.86507163997625,41,2,1
2,854,0,29,0,0,119,22.855920218294127,47,2,1
2,729,0,25,0,1,612,17.592622786339057,142,2,1
2,452,0,27,0,0,82,52.07650928580965,47,2,1
1,264,0,22,0,1,75,55.612668271726136,28,0,1
1,275,1,55,1,0,77,82.83383654687411,49,0,1
1,730,0,30,0,0,570,20.935067173818638,95,2,1
3,583,0,16,1,0,186,12.813143085756973,47,0,1
1,801,0,34,1,0,99,52.0,58,2,1
3,182,1,3,1,1,562,15.9,47,2,1
1,730,0,30,0,0,41,37.26670345328599,46,0,1
2,758,0,30,0,0,133,12.493080895192545,47,1,1
2,861,0,31,0,0,250,11.747110761540007,91,2,1
3,727,0,22,0,1,616,16.7,145,2,1
1,93,0,53,0,0,44,31.390101146534487,48,2,1
3,735,0,28,0,0,309,9.312325248775096,47,2,1
3,879,0,23,1,0,232,15.613581276054779,47,0,1
3,515,0,29,0,0,442,7.749885036854792,47,1,1
1,151,0,27,0,0,48,53.29279593144546,135,2,1
2,664,0,13,0,0,173,26.0,47,2,1
2,688,0,49,0,0,672,10.51701957568291,47,1,1
1,158,1,30,0,0,46,48.83054623486541,134,2,1
1,678,0,37,1,0,604,81.737677426354,59,0,1
1,452,0,42,0,0,83,20.32810117789501,79,1,1
3,228,0,21,0,0,432,12.475,47,2,1
1,836,0,55,1,0,21,83.24145558480096,97,0,1
2,307,0,32,1,0,432,38.643318016172614,56,2,1
1,526,0,35,0,0,596,97.43777878041908,46,0,1
2,564,0,27,0,0,507,11.832335596135445,125,2,1
2,151,0,18,0,1,139,29.746491405118025,47,2,1
2,210,0,30,0,0,125,16.503671009527853,47,2,1
1,720,0,28,0,0,583,67.80731176389236,27,0,1
1,679,0,37,0,0,19,40.262603663371245,51,2,1
2,160,0,26,1,0,118,28.273234413341886,47,2,1
1,261,0,48,1,0,605,142.44371882986218,48,1,1
3,42,0,3,4,2,329,31.3875,47,2,1
1,145,0,36,1,2,33,120.0,47,2,1
3,789,0,23,0,0,568,5.707878192487919,47,2,1
1,384,0,38,0,0,31,79.40567082409265,20,1,1
2,76,0,2,2,1,114,39.0,144,2,1
1,86,0,33,0,0,609,128.47239175853,81,1,1
1,506,0,36,0,0,583,85.28987637707394,68,0,1
2,553,0,25,0,1,183,16.11871375247312,47,0,1
1,789,0,28,0,1,81,122.7539294367374,100,0,1
2,687,0,15,1,2,237,18.75,47,2,1
3,559,0,29,1,0,456,19.88972194846683,47,1,1
1,147,0,33,0,1,33,126.1599162650283,47,2,1
3,32,0,21,3,1,247,10.12456698655257,47,2,1
2,382,0,25,0,0,658,9.57220721873177,59,1,1
1,32,0,62,0,0,71,76.70825750290189,113,2,1
2,61,0,9,1,0,207,21.648419422682647,47,0,1
2,388,0,27,1,0,140,24.520450488301314,47,2,1
1,289,0,29,1,0,81,86.9604589627592,84,0,1
1,784,0,60,0,0,32,77.94982167661513,20,2,1
2,85,0,31,0,0,80,58.39893844813405,47,2,1
2,429,0,37,0,0,123,18.126983753193056,47,2,1
1,804,0,39,1,0,83,109.97316341194575,74,0,1
1,148,0,28,0,0,53,58.93486900535915,136,1,1
2,366,0,31,0,2,242,18.413077311150772,47,2,1
3,590,0,25,0,0,342,7.851559061668258,47,2,1
1,271,0,35,1,0,49,54.049518597970504,54,1,1
2,697,0,23,1,2,237,17.095739013720763,47,2,1
2,434,0,23,0,0,156,20.471722051393527,47,1,1
1,375,0,43,1,0,84,85.36276868149419,88,2,1
2,741,0,19,0,1,160,14.93522327028086,47,2,1
3,577,0,29,1,0,448,15.5,47,1,1
1,148,0,27,0,1,28,55.0,123,2,1
3,343,0,25,0,0,668,12.337650004982425,47,2,1
3,52,0,0,1,0,194,18.49029939385745,47,0,1
3,467,0,22,0,0,543,7.217080026979899,47,2,1
1,369,0,38,0,0,8,40.06263347302733,34,0,1
2,866,1,29,0,0,150,13.0,47,2,1
1,189,0,37,0,0,628,71.17423154732387,57,0,1
2,824,0,17,0,0,493,10.01981863617782,47,2,1
2,218,0,31,0,1,117,23.0,47,2,1
2,717,0,22,0,0,584,13.486356155344833,94,2,1
1,813,0,29,0,0,585,72.89084455069332,47,0,1
2,57,0,32,2,0,243,18.481198529794824,47,2,1
2,189,1,4,1,1,560,22.217221800248662,47,2,1
3,200,1,37,0,0,516,8.05,47,2,1
3,43,0,16,2,3,329,31.3875,47,2,1
2,868,0,11,1,0,201,16.96317718271551,47,0,1
3,782,0,27,0,0,583,7.6214895666955575,47,2,1
2,478,0,16,1,0,655,14.315481792787914,47,1,1
2,200,1,7,1,1,558,33.978457842395166,47,2,1
1,515,0,24,0,0,583,52.33833616585878,80,0,1
3,506,0,28,0,0,274,8.215075400996678,47,1,1
2,232,0,41,0,0,442,45.271090394828164,71,1,1
2,123,0,37,0,0,132,16.227277136531598,47,2,1
1,144,0,36,1,2,33,120.0,47,2,1
1,295,0,24,0,0,609,84.3075548538647,77,0,1
2,682,0,0,1,1,225,20.23050314658827,47,2,1
1,750,1,53,0,0,69,34.95002670908783,9,0,1
3,211,1,27,0,0,525,8.05,47,2,1
3,401,1,25,0,0,406,7.8177340444341725,47,2,1
2,527,0,21,0,0,667,11.95672006753347,47,2,1
2,213,0,12,0,0,284,39.077655621229944,31,1,1
2,686,0,2,1,1,234,19.01058148502638,47,2,1
1,364,0,31,0,0,77,86.81451803934314,80,1,1
3,739,0,19,0,0,267,7.5663241973280915,47,2,1
2,353,0,9,0,1,589,21.73697527897952,47,2,1
3,560,0,28,0,0,461,14.262270613221258,76,1,1
1,660,0,51,0,0,39,31.601059022799685,50,2,1
3,61,0,19,0,0,191,7.6784650972831745,47,0,1
3,829,0,26,0,1,185,15.105370603818185,47,0,1
2,672,0,24,0,0,135,17.682478338346417,47,2,1
3,574,0,2,0,1,186,15.16992769306652,47,0,1
3,57,0,10,0,0,192,12.976183600474752,47,0,1
1,280,0,44,0,0,83,94.11353340771005,77,0,1
2,683,0,46,0,0,666,9.971238482632735,61,2,1
2,457,0,14,1,2,634,41.5792,47,0,1
2,532,0,39,0,1,164,19.136914814423513,47,1,1
1,458,1,35,0,0,608,512.3292,15,0,1
3,475,0,22,0,0,543,7.1992457065988305,47,2,1
1,359,0,29,0,0,51,68.84527130966418,60,0,1
1,49,0,57,1,0,64,68.74753296065059,109,2,1
1,172,0,27,0,0,86,27.232588998248023,47,2,1
3,402,0,29,0,0,499,8.10374637880517,47,1,1
2,94,0,36,1,0,236,32.711904527915536,47,2,1
1,55,0,34,0,0,80,70.01042297041974,47,2,1
2,425,0,40,0,0,114,16.264986370622502,47,2,1
1,335,1,42,0,0,587,76.7292,103,0,1
3,412,1,19,0,0,383,9.293631185635851,47,2,1
1,350,0,25,0,0,61,83.69507502422938,73,0,1
2,182,0,3,0,1,561,16.162380194349986,47,2,1
1,86,1,24,1,0,62,93.33788024569412,32,0,1
2,855,0,5,1,0,226,21.598318913873207,47,1,1
1,657,0,45,0,0,48,49.653625016097024,46,2,1
1,98,0,37,0,0,73,110.69554432565086,113,0,1
1,531,0,30,0,0,88,87.9132417860029,84,1,1
1,188,0,36,0,1,666,71.04431861418873,29,1,1
1,847,0,40,1,0,458,127.6388898416171,47,2,1
2,575,0,28,0,0,522,11.390277337205411,131,2,1
1,717,0,24,0,0,561,15.005816870372767,67,2,1
3,556,0,29,0,0,452,18.57156227436198,47,1,1
2,123,0,30,0,0,134,17.478942351135085,47,2,1
2,173,0,7,0,2,555,25.993860467763625,47,2,1
1,162,0,39,0,0,601,68.25228797002171,127,0,1
2,362,0,54,0,1,189,19.119521632420195,47,2,1
1,734,0,33,0,0,585,120.78394730494867,44,1,1
2,55,0,34,1,0,239,14.654139822080799,65,2,1
2,195,0,28,0,0,122,16.220502863515048,47,2,1
2,352,0,12,0,1,150,30.86416392809243,47,2,1
